Onderwerp,Toelichting,Kenmerk
[Veld werking | witregel | API koppeling] Witruimte tussen regels in het toelichtingsveld bij dossierinvoer via API.,"Probleembeschrijving: Bij het insturen van een dossier hebben we een standaard veld uit Afas met de naam toelichting. Dit is een veld met opmaak. Als ik handmatig een dossieritem aanmaak en hier tekst invul en dan op enter druk voor een volgende regel krijg ik heel veel witruimte tussen de regels. Dit zou ik graag direct onder elkaar weergegeven willen hebben. Wij werken met een API waarbij wij informatie insturen d.m.v. de API en hierbij ook dit veld invullen. Als we dan een enter tussen de regels gebruiken, dan komt de tekst direct achter de andere tekst te staan, terwijl we het volgende insturen { ""KnSubject"": { ""Element"": { ""Fields"": { ""SbTx"": ""test.\r\n\r\ntest.\r\n\r\ntest."", ""Ds"": ""Accessoires, dhr Marcel van Beuzekom"", ""StId"": 29, ""FvF1"": 215 }, ""Objects"": [ { ""KnSubjectLink"": { ""Element"": { ""Fields"": { ""PjId"": ""011494"", ""DoCRM"": false, ""ToBC"": false, ""ToPR"": false, ""ToSR"": false } } }, ""KnS05"": { ""Element"": { ""Fields"": { ""UDA3A66424F3BCDB91E3EE1A7B95E9439"": ""6"", ""U636AA141438B57D177FA59A321D8834E"": ""test.\r\n\r\ntest.\r\n\r\ntest."", ""UB5274F594A1E7391A3DA65B987029E66"": ""n.v.t."" } } }, ""KnS11"": null } ] } } } Geen aanvullende vragen gesteld.",Algemeen
[Pocket] Dossieritemactieknoppen 'Delen' en 'QR-code' niet goed leesbaar bij veel kleuren in huisstijl,"Probleembeschrijving: Wanneer iemand een taak opent in de Pocket app. Krijg je 2 opties onderaan de pagina. ""Delen"" en ""QR-Code"". Kunnen deze acties worden verwijderd uit de Pocket App? Indien het niet verwijderd kan worden, kunnen wij dan wel de kleurstelling aanpassen. Nu is het donkere kleur met zwarte letter, waardoor het niet leesbaar is (zie screenshot). Aanvullende details: - Kun je aangeven of je specifieke instellingen of rechten hebt aangepast die mogelijk invloed hebben op de weergave van deze opties? - Niet aangepast en is ook in een andere omgeving. - Kun je bevestigen of de kleurstelling van de app elders correct wordt weergegeven, of speelt dit probleem alleen bij deze specifieke opties? - Speelt alleen bij Delen en QR-code. De kleurinstellingen van de app zijn lichtgrijs en paars dus komen niet in de buurt van de donkere kleur - Kun je aangeven welke versie van de Pocket app je gebruikt en op welk apparaat dit probleem zich voordoet? - Op Samsung A53 en Iphone 15 pro. Beide op 2.24.8",Algemeen
Verschil tussen berekende gedeelte salarisverwerking en loonaangifte in Aansluiting financieel,Probleembeschrijving: Op het rapport aansluiting financieel blijf ik ieder maand verschil houden terwijl dat voorheen altijd goed ging. Aanvullende details: - Waar loop je precies tegenaan? - verschil in aansluiting - Sinds wanneer speelt dit? - al in 2024 alleen omdat dit overzicht cumulatief is kan ik niet precies zeggen welke maand. - Tot wanneer werkte het nog wel? Is er sindsdien iets gewijzigd/aangepast? Wat is er vanaf dat moment veranderd? - al in 2024 alleen omdat dit overzicht cumulatief is kan ik niet precies zeggen welke maand.,ERP
[Nacalculatie] Verlofsoorten inrichten (verlof naar nacalculatie),Probleembeschrijving: URGENT! Wij willen het verlof en verzuim 2025 in beeld dus we kijken in Projecten->Nacalculatie>Overzicht Nacalculatie en daar staat niet iedereens verlof bij. Ik kijk dan bijv. in de standaard weergave Nacalulatieo overzicht excl. autorisatie van AFAS. Rara hoe kan dat? Van sommige is feitelijk verlof geboekt maar het is hier niet terug te vinden. We hebben die info vandaag nodig dus ik hoor uw tip graag asap. Aanvullende details: - Welke specifieke medewerkers missen verlof in het overzicht? - Bij 66743.RBE en 66743.AMO - Is het verlof van deze medewerkers wel correct geboekt in het systeem? - ja - Heb je gecontroleerd of de standaard weergave 'Nacalculatie overzicht excl. autorisatie' de juiste filters bevat om alle verlofgegevens te tonen? - Ja er zijn geen filters,HRM
[Workflow] Delegeren en terughalen van inkoopfacturen,"Probleembeschrijving: Beste Dennis, Even een vraag...... Bij het beoordelen van een inkoopfactuur krijgen we ""ineens"" een actie ""terughalen"", zie bijlage Workflow - terughalen. Wat er precies door de gebruiker is gedaan, kan ik niet goed achterhalen. Maar als ik in het overzicht van de workflowhistorie kijk op insite zie ik dat de budgethouder een vraag heeft gesteld, zie bijlage image.png. Ik vermoed dat op dit moment dan de workflow doorgaat naar terughalen. Ik vermoed dat de vraag niet is aangekomen bij de besteller....... Als dit wel goed zou gaan, waar zouden wij dan de vraag kunnen zien of in ieder geval de communicatie tussen partijen in de gaten kunnen houden. gr. Ingrid Aanvullende details: - _Waar loop je precies tegenaan?_ - workflow loopt niet door - _Welke stappen doorloop je om dit te reproduceren? Voeg een bijlage toe van het scherm waarin je je bevindt._ - - _Wat is de gewenste situatie?_ -",ERP
"[Transitorische post] Transitorische verdeling selecteert tussenrekening op basis van bedrag, niet grootboekrekening.","Probleembeschrijving: Als we in een boeking een regel transitorische willen verdelen. Dan bepaald het systeem op basis van de inrichting (inrichting bij Financieel / Beheer / Instellingen administratie, zie bijgevoegd bestand) op welke tussenrekening dit gedaan moet worden. Het systeem boekt vervolgens automatisch de verdeling op deze tussenrekening. Ik zou zeggen dat de tussenrekening (kosten / omzet) wordt bepaald op basis van de grootboekrekening die je transitorisch wilt verdelen. Hij blijkt echter te kijken naar de bedrag, dus afhankelijk of het een debet bedrag is of credit bedrag wordt de tussenrekening gekozen. Ik heb in onze testomgeving T86786AA een boeking gemaakt op GBR 5002. Bedrag van 500 debet en tegen geboekt op dezelfde GBR 500 credit (administratie 2 met journaalpostnummer 264094. GBR 5002 is gekoppeld in type rekening 'kosten' (zie bijgevoegd bestand). Ik zou dus verwachten dat zowel het debet bedrag, als het credit bedrag wordt verdeeld op de tussenrekening 'nog te nemen transitorische kosten'. Echter, omdat hij kijkt naar of het een debet of het een credit bedrag is, wordt het debet bedrag nu verdeeld via de tussenrekening 'nog te nemen transitorische kosten' en het credit bedrag wordt nu verdeeld via tussenrekening 'nog te nemen transitorische omzet'. Dat is best bijzonder, omdat we grootboekrekening 5002 werkelijke personeelskosten hiervoor gebruiken. Dit heeft niets met omzet te maken, dus kan ik ook niet volgen waarom de tussenrekening 'nog te nemen transitorische omzet 'wordt gebruikt. Aanvullende details: - Kun je aangeven wat precies de verwachte en gewenste werking is in dit geval? - Dat de juiste tussenrekening wordt gebruikt bij het transitorisch verdelen. - Sinds wanneer ervaar je dit gedrag in het systeem? - Vanaf het begin. - Zijn er recent wijzigingen geweest in de inrichting van de transitorische instellingen? - Nee.",ERP
[Roosterwijziging][Workflow] Geen actieknoppen beschikbaar,Probleembeschrijving: Er is een roosterwijziging ingediend door een leidinggevende. In onze workflow gaat personeelsadministratie het dan controleren en goedkeuren. Echter is alleen de knop aanpassen er en niet goedkeuren. Kan het zijn dat hier een bug zit? Het is namelijk een aantal dagen geleden nog goed gegaan. Aanvullende details: - _Waar loop je precies tegenaan?_ - Ik kan een taak niet doorzetten. - _Sinds wanneer speelt dit?_ - Vandaag - _Tot wanneer werkte het nog wel? Is er sindsdien iets gewijzigd/aangepast? Wat is er vanaf dat moment veranderd?_ - Een paar dagen geleden was alles nog goed. Die workflow is niet aangepast.,HRM
"[Projectboeking / Opbrengst] Projectboeking wordt alleen gemaakt voor kostenrekening, niet voor passiva rekening aan debetzijde, niet voor de omzetrekening aan creditzijde.","Probleembeschrijving: Bij het boekingen van de vrijval van projecten wordt enkel het projectnummer geboekt aan de debetzijde, maar niet aan de creditzijde. In de bijlage heb ik de boekingsinstructie opgenomen en een voorbeeld van een importbestand voor de testomgeving. Aanvullende details: - Kun je precies aangeven welke stappen je volgt bij het boeken van de vrijval van projecten? - zie instructie - Kun je aangeven welke resultaten je verwacht bij het boeken van de vrijval van projecten? - Het project ook geboekt wordt aan de creditzijde en niet enkel aan de debetzijde. - Kun je bevestigen of het probleem zich bij meerdere projecten voordoet? - Ja",ERP
Koppeling Ubeeo en Afas verzendt omschrijving in plaats van code voor vrije velden.,"Probleembeschrijving: Wij hebben een koppeling gemaakt tussen ons nieuwe recruitmentsysteem Ubeeo en Afas. Nu wensen zij van een aantal velden de code te ontvangen, terwijl nu de omschrijving wordt meegestuurd. Als ik zoek in de gegevensverzameling van de betreffende getconnector dan kan ik van de velden niet de code vinden, alleen de omschrijving. Het gaan om vrije velden die wij hebben aangemaakt. Is er een manier om daar wel de code van mee te sturen in de getconnector? Aanvullende details: - Kun je precies aangeven welke vrije velden je hebt aangemaakt en welke codes je verwacht? - Het gaat o.a. de vrije velden: reden ontstaan, salarisschaal en werkervaring. - Kun je aangeven welke stappen je hebt doorlopen om de gegevens in de getconnector te bekijken? - De velden toegevoegd aan de getconnector en gezocht naar de code velden. - Kun je bevestigen of de codes in de gegevensverzameling beschikbaar zijn of dat ze ontbreken? - Zover ik kan zien zijn ze niet beschikbaar.",Algemeen
[Itemcode verkooprelatie | management en autorisatie tool] Tabbladen voor itemcode verkooprelatie zijn niet zichtbaar in autorisatie- en management tool.,"Probleembeschrijving: Ik zie in de autorisatie- én de management tool tabbladen niet terug welke in dit help artikel staan: https://help.afas.nl/help/NL/SE/Sales_Item_Custmr.htm?query=itemcode%20verkooprelatie Graag zou ik voor een verkooprelatie een itemcode aanmaken, maar ben al even aan het zoeken waar. Aanvullende details: - Kun je precies aangeven welke tabbladen je mist in de autorisatie- en management tool? - Ordermanagement / Verkoop / Itemcode verkooprelatie of naar Projecten / Item / Itemcode verkooprelatie of via de eigenschappen van de verkooprelatie, naar het tabblad Items of via de eigenschappen van het artikel, naar het tabblad Verkooprelaties. - Heb je gecontroleerd of je de juiste rechten hebt om deze tabbladen te zien? - Ja - Kun je beschrijven welke stappen je hebt gevolgd om bij de tabbladen te komen? - In de autorisatie tool en de management tool gezocht onder de verkooprelatie, item, project. Kan de tabbladen niet vinden.",ERP
"Weken 1 t/m 6 worden altijd getoond bij werkrooster onboarden, ook als het aantal weken kleiner is dan 6","Probleembeschrijving: Hoe kan ik week 3 t/m 6 verbergen in het rooster van het onboardingsprofiel? De cyclus wil ik eigenlijk ook alleen tonen wanneer er wisselende weken gekozen wordt. Dit is verwarrend. Kan je me op weghelpen? Als het Aanvullende details: - Welke stappen doorloop je precies om het rooster aan te passen? - Ik zit in het profiel - Wat is de gewenste situatie voor het tonen van de cyclus in relatie tot wisselende weken? - Weken 3 tm 6 doen we niet aan, die moet niet zichtbaar zijn. En cyclus moet alleen getoond worden als de medewerker wisselende weken gaat werken. - Kun je meer details geven over hoe week 3 t/m 6 momenteel worden weergegeven en waarom dit verwarrend is? - Zie printscreen, we gebruiken geen week 3tm6. Ik wil ze ook niet tonen.",HRM
"[Wens I Prijslijst I Alle I Weergave] Lijst maken met prijzen per artikel in AFas ordermanagement lukt niet, niet alle prijslijsten zichtbaar.","Probleembeschrijving: Goedemiddag, ik wil een lijst maken waarin ik alle prijzen per artikel naast elkaar heb staan. art.nr-omschrijving- verrekenprijs-verkoopprijs-prijs prijslijst 50-prijs prijslijst 100- prijs pr........... Het lukt mij echter niet deze lijst te maken, kunnen jullie me hiermee op weg helpen? Met vriendelijk groet, Claudia Aanvullende details: - Welke stappen doorloop je precies om de lijst te maken? - Ik heb een lijst van mijn voorganger die ik probeer aan te passen. - Welke software of module gebruik je hiervoor? - AFas ordermanagement - Wat gebeurt er precies wanneer je probeert de lijst te maken? - Ik wil graag kunnen selecteren/filteren bovenin het overzicht. Daar zou ik graag alle prijslijsten willen en artikelgroepen. Ik krijg echter niet alle prijslijsten/prijzen te zien en kan deze ook niet met een filter toevoegen.",ERP
[Transitievergoeding] Hoe voeg je op de juiste manier een transitievergoeding toe?,"Probleembeschrijving: Transitievergoeding toevoegen - lukt niet Hi, Ik heb vandaag geprobeerd om een transitievergoeding toe te voegen als een looncomponent, de looncomponent bestaat, maar wanneer ik heb invul wordt hij niet weergegeven in de pro forma loonstrook. Ook niet wanneer in de salarisverwerking doorvoer. Zie foto 1 & 2 Mijn tweede poging was om het via 'uit dienst melden werknemer' te proberen. De weergave functie is geblokkeerd.. Ik weet niet waarom ik deze wizzard niet kan gebruiken. Kan je me helpen met een oplossing om een transitievergoeding toe te voegen? We hebben het transitie bedrag al zelf uitgerekend Aanvullende details: - Kun je precies aangeven welke stappen je hebt doorlopen bij het toevoegen van de transitievergoeding als looncomponent? - Zie foto - Wat is het stamnummer van het looncomponent dat je hebt gebruikt? - 4155 > want wij hadden al een specifiek tarief die we willen geven als vergoeding - Kun je bevestigen of de looncomponent correct is geconfigureerd en gekoppeld aan de juiste CAO? - Ja juiste CAO 0000",HRM
[Aanvullend geboorteverlof][Inrichting] Aanvullend geboorteverlof - uitkering wordt vanuit UWV aan medewerker uitbetaald,"Probleembeschrijving: In Afas voer ik het geboorteverlof (100% doorbetaling werkgever) en het aanvullend geboorteverlof in. Nu is het binnen ons bedrijf zo dat het aanvullend geboorteverlof door het UWV aan de medewerker wordt betaald. De vraag is of dat nu ook zo binnen Afas op die manier is ingeregeld? Het aanvullend geboorteverlof moet dan als onbetaald verlof worden gezien. Klopt dat ook? Gr. Linda Gardenier Aanvullende details: - Hoe is het aanvullend geboorteverlof momenteel in AFAS ingeregeld? - Geen idee - Kun je aangeven of er specifieke instellingen zijn toegepast voor het geboorteverlof en aanvullend geboorteverlof? - Geen idee - Wat is de gewenste situatie binnen AFAS voor het aanvullend geboorteverlof? - Als ik aanvullende geboorteverlof aanvraag bij het UWV, dan is het nu zo dat ik zorg dat de 70% doorbetaling rechtstreeks aan de medewerker wordt overgemaakt vanuit het UWV. De 70% wordt dus niet door werkgever doorbetaald.",HRM
